question_id,answer
W-B1-20260401082235,"Tourism is the act of moving from one place to another for tourist attractions.Tourism has contributed to revenue in our country,this is in form of foreign exhange and this has lead to the development of infrastracures like schools and hospitals.Creation of international relatioship which can provide support to our country.Through constraction of hotels and lodges,there is improves urbanisation like towns.Rebels enter uganda through tourist which lead to loss of people through bomb blasts.Tourists stay in uganda has caused intermarrages"
W-B1-20260401082235,"Tourism is the act of moving from one place to another for tourist attractions.Tourism has contributed to revenue in our country,this is in form of foreign exhange and this has lead to the development of infrastracures like schools and hospitals.Creation of international relatioship which can provide support to our country.Through constraction of hotels and lodges,there is improves urbanisation like towns.Rebels enter uganda through tourist which lead to loss of people through bomb blasts.Tourists stay in uganda has caused intermarrages"
W-B1-20260401082235,"Tourism is the act of moving from one place to another for tourist attractions.Tourism has contributed to revenue in our country,this is in form of foreign exhange and this has lead to the development of infrastracures like schools and hospitals.Creation of international relatioship which can provide support to our country.Through constraction of hotels and lodges,there is improves urbanisation like towns.Rebels enter uganda through tourist which lead to loss of people through bomb blasts.Tourists stay in uganda has caused intermarrages"
W-B1-20260401082235,"Tourism is the act of moving from one place to another for tourist attractions.Tourism has contributed to revenue in our country,this is in form of foreign exhange and this has lead to the development of infrastracures like schools and hospitals.Creation of international relatioship which can provide support to our country.Through constraction of hotels and lodges,there is improves urbanisation like towns.Rebels enter uganda through tourist which lead to loss of people through bomb blasts.Tourists stay in uganda has caused intermarrages"
W-B1-20260401082235,"Tourism is the act of moving from one place to another for tourist attractions.Tourism has contributed to revenue in our country,this is in form of foreign exhange and this has lead to the development of infrastracures like schools and hospitals.Creation of international relatioship which can provide support to our country.Through constraction of hotels and lodges,there is improves urbanisation like towns.Rebels enter uganda through tourist which lead to loss of people through bomb blasts.Tourists stay in uganda has caused intermarrages"
W-B1-20260401082235,"Tourism is the act of moving from one place to another for tourist attractions.Tourism has contributed to revenue in our country,this is in form of foreign exhange and this has lead to the development of infrastracures like schools and hospitals.Creation of international relatioship which can provide support to our country.Through constraction of hotels and lodges,there is improves urbanisation like towns.Rebels enter uganda through tourist which lead to loss of people through bomb blasts.Tourists stay in uganda has caused intermarrages"
W-B1-20260401082235,"Tourism is the act of moving from one place to another for tourist attractions.Tourism has contributed to revenue in our country,this is in form of foreign exhange and this has lead to the development of infrastracures like schools and hospitals.Creation of international relatioship which can provide support to our country.Through constraction of hotels and lodges,there is improves urbanisation like towns.Rebels enter uganda through tourist which lead to loss of people through bomb blasts.Tourists stay in uganda has caused intermarrages"
W-B1-20260401082235,"Tourism is the act of moving from one place to another for tourist attractions.Tourism has contributed to revenue in our country,this is in form of foreign exhange and this has lead to the development of infrastracures like schools and hospitals.Creation of international relatioship which can provide support to our country.Through constraction of hotels and lodges,there is improves urbanisation like towns.Rebels enter uganda through tourist which lead to loss of people through bomb blasts.Tourists stay in uganda has caused intermarrages"
W-B1-20260401082235,"Tourism is the act of moving from one place to another for tourist attractions.Tourism has contributed to revenue in our country,this is in form of foreign exhange and this has lead to the development of infrastracures like schools and hospitals.Creation of international relatioship which can provide support to our country.Through constraction of hotels and lodges,there is improves urbanisation like towns.Rebels enter uganda through tourist which lead to loss of people through bomb blasts.Tourists stay in uganda has caused intermarrages"
W-B1-20260401082235,"Tourism is the act of moving from one place to another for tourist attractions.Tourism has contributed to revenue in our country,this is in form of foreign exhange and this has lead to the development of infrastracures like schools and hospitals.Creation of international relatioship which can provide support to our country.Through constraction of hotels and lodges,there is improves urbanisation like towns.Rebels enter uganda through tourist which lead to loss of people through bomb blasts.Tourists stay in uganda has caused intermarrages"
